school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,failures,paid,absences,G1,G2,G3,alc_use,high_use
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,no,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,0,yes,6,15,14,14,1.5,FALSE
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,no,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,0,yes,2,14,12,13,1.5,FALSE
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,no,yes,yes,yes,yes,yes,no,3,4,4,1,4,5,0,no,11,13,12,13,2.5,TRUE
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,yes,0,10,9,10,1,FALSE
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,yes,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,no,1,11,11,10,2.5,TRUE
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,yes,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,no,0,8,10,11,1,FALSE
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,no,yes,no,no,no,no,no,3,4,2,1,1,5,2,no,1,8,9,10,1,FALSE
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,0,yes,8,16,16,16,3.5,TRUE
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,1,no,0,11,6,6,2,FALSE
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,no,yes,yes,no,yes,yes,yes,4,3,3,1,2,4,0,no,3,10,6,6,1.5,FALSE
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,no,yes,no,yes,yes,yes,yes,3,4,4,1,3,5,0,no,7,12,12,12,2,FALSE
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,0,no,14,14,12,12,2.5,TRUE
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,no,yes,no,yes,yes,no,yes,5,3,3,1,1,5,0,no,1,10,6,6,1,FALSE
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,no,2,12,7,8,1,FALSE
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,no,1,10,4,5,3,TRUE
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,no,yes,yes,no,yes,yes,yes,4,3,2,1,1,5,1,no,2,6,4,5,1,FALSE
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,2,no,0,12,11,11,2,FALSE
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,no,3,14,15,14,1,FALSE
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,yes,yes,no,yes,yes,yes,no,2,2,2,1,1,3,0,no,3,8,10,6,1,FALSE
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,no,yes,yes,yes,yes,yes,no,2,3,3,2,2,2,1,no,6,10,10,10,2,FALSE
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,no,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,0,yes,2,11,12,12,1,FALSE
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,0,no,3,12,12,12,3,TRUE
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,no,yes,no,yes,yes,yes,no,5,4,5,1,2,5,2,no,11,7,4,3,1.5,FALSE
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,no,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,yes,0,10,12,12,1.5,FALSE
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,no,yes,no,yes,yes,yes,no,3,3,2,1,1,3,2,no,1,8,9,6,1,FALSE
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,no,yes,no,no,yes,yes,no,4,3,2,1,1,5,0,yes,4,12,12,12,1,FALSE
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,no,yes,no,yes,no,yes,yes,3,3,2,2,1,5,0,no,8,8,8,4,1.5,FALSE
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,2,no,0,10,10,10,3.5,TRUE
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,2,no,0,8,7,0,3.5,TRUE
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,1,no,6,10,12,12,4,TRUE
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,no,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,1,yes,5,12,12,12,2.5,TRUE
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,no,yes,no,yes,no,yes,yes,4,5,4,1,1,4,2,no,3,8,4,6,1,FALSE
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,yes,yes,no,yes,yes,no,yes,4,2,1,1,1,4,0,no,0,12,12,12,1,FALSE
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,yes,no,yes,yes,yes,no,no,4,4,4,1,1,1,0,yes,1,9,8,8,1,FALSE
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,no,no,no,yes,yes,no,no,2,2,2,3,3,5,2,no,11,12,10,12,3,TRUE
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,no,yes,yes,no,yes,no,no,5,2,5,1,5,4,3,no,6,10,9,10,3,TRUE
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,no,no,no,no,yes,no,no,4,2,2,1,2,3,0,no,3,14,12,13,1.5,FALSE
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,no,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,1,yes,2,10,11,6,4,TRUE
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,2,no,4,8,7,4,2,FALSE
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,2,no,0,6,8,8,3,TRUE
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,no,2,10,10,10,3,TRUE
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,yes,0,16,16,17,1,FALSE
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,no,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,yes,0,9,10,6,1,FALSE
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,no,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,yes,0,15,15,16,1,FALSE
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,no,yes,yes,no,yes,yes,no,3,4,5,2,4,2,2,no,2,8,7,5,3,TRUE
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,yes,1,14,16,17,1,FALSE
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,no,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,yes,0,12,10,10,2,FALSE
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,2,no,0,11,10,6,1,FALSE
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,0,yes,2,12,12,12,1,FALSE
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,yes,2,10,10,10,4,TRUE
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,yes,1,13,12,12,2.5,TRUE
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,0,no,4,8,7,8,2.5,TRUE
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,no,yes,yes,yes,yes,yes,yes,4,3,3,3,4,3,0,no,9,10,8,10,3.5,TRUE
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,no,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,0,no,4,10,10,12,1,FALSE
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,0,yes,7,10,9,10,2.5,TRUE
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,yes,1,12,12,12,1.5,FALSE
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,no,yes,yes,yes,yes,no,no,5,4,2,2,3,5,0,no,0,16,18,17,2.5,TRUE
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,no,yes,yes,yes,yes,yes,yes,5,3,3,2,3,1,0,no,44,12,11,11,2.5,TRUE
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,no,yes,no,yes,yes,yes,no,1,2,2,1,2,1,0,yes,11,13,14,14,1.5,FALSE
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,no,yes,yes,yes,yes,yes,yes,4,3,4,2,3,4,0,no,9,12,12,12,2.5,TRUE
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,no,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,yes,1,10,10,11,1.5,FALSE
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,yes,0,14,14,16,1.5,FALSE
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,no,yes,no,no,yes,yes,yes,3,3,3,1,3,3,0,no,8,10,10,12,2,FALSE
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,no,no,no,yes,yes,no,no,3,1,3,1,5,3,0,no,5,8,9,10,3,TRUE
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,0,no,8,12,12,13,1,FALSE
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,no,0,10,10,10,1,FALSE
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,0,yes,14,8,10,10,4.5,TRUE
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,no,yes,yes,yes,yes,yes,no,4,3,2,3,4,5,0,no,4,10,10,10,3.5,TRUE
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,no,0,13,13,13,1,FALSE
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,no,4,14,15,16,1,FALSE
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,0,no,4,15,14,15,1.5,FALSE
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,no,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,0,yes,12,10,10,11,4,TRUE
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,no,yes,no,yes,yes,yes,no,4,2,4,2,3,2,1,no,27,16,16,17,2.5,TRUE
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,no,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,yes,0,10,10,10,1.5,FALSE
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,4,3,5,1,5,2,0,no,2,15,15,16,3,TRUE
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,0,yes,5,10,11,11,2,FALSE
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,no,yes,no,no,yes,no,no,4,4,4,1,3,1,0,yes,2,12,12,12,2,FALSE
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,no,yes,no,yes,yes,yes,no,5,3,2,1,2,3,0,no,20,10,10,10,1.5,FALSE
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,no,yes,yes,no,yes,yes,no,5,3,5,1,1,5,0,yes,6,12,12,12,1,FALSE
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,no,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,1,yes,21,9,9,8,3.5,TRUE
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,no,yes,no,yes,yes,yes,no,2,3,3,2,2,4,2,yes,4,9,9,10,2,FALSE
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,0,yes,7,12,14,14,1,FALSE
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,no,yes,no,yes,yes,no,no,4,3,2,1,4,5,0,yes,4,10,11,12,2.5,TRUE
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,no,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,yes,3,9,10,10,1,FALSE
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,0,yes,7,10,10,10,1.5,FALSE
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,no,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,0,yes,14,12,12,12,4.5,TRUE
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,yes,0,12,13,14,1,FALSE
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,0,yes,12,9,9,10,3,TRUE
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,no,yes,no,yes,yes,no,no,5,2,1,1,2,3,0,yes,9,10,10,10,1.5,FALSE
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,0,yes,2,14,16,15,2,FALSE
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,1,yes,19,8,8,7,3,TRUE
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,no,yes,no,yes,yes,yes,no,3,2,4,2,4,4,0,yes,12,8,8,9,3,TRUE
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,no,yes,no,yes,yes,no,no,3,3,3,1,4,3,0,yes,4,10,10,10,2.5,TRUE
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,0,yes,2,10,11,12,1,FALSE
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,4,2,5,1,2,5,0,no,1,8,8,8,1.5,FALSE
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,no,yes,yes,yes,yes,no,yes,4,3,4,1,1,5,0,no,6,9,8,6,1,FALSE
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,yes,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,no,1,14,14,16,1,FALSE
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,no,yes,no,yes,yes,yes,no,3,3,3,5,5,4,2,yes,4,11,11,12,5,TRUE
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,no,yes,yes,no,yes,yes,no,5,3,2,1,1,5,0,no,2,14,14,15,1,FALSE
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,0,no,10,8,8,8,1,FALSE
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,0,no,6,16,16,16,2,FALSE
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,no,yes,no,no,yes,yes,no,5,3,3,1,3,3,0,yes,1,11,11,12,2,FALSE
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,0,yes,8,10,9,10,4.5,TRUE
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,no,5,14,12,14,1.5,FALSE
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,no,7,14,12,13,1.5,FALSE
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,no,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,0,yes,2,12,12,12,1,FALSE
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,no,7,12,11,11,2,FALSE
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,no,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,0,yes,1,14,13,14,3,TRUE
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,no,yes,no,yes,yes,yes,no,3,4,2,1,1,5,0,yes,10,9,8,8,1,FALSE
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,no,5,12,10,11,2,FALSE
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,yes,2,15,14,14,5,TRUE
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,0,no,12,11,11,11,1,FALSE
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,0,no,2,13,12,12,1,FALSE
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,no,8,8,7,4,4,TRUE
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,0,no,11,14,14,14,2.5,TRUE
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,no,yes,no,yes,yes,yes,no,3,3,3,2,3,4,0,yes,1,11,12,12,2.5,TRUE
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,no,4,10,7,8,1,FALSE
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,no,2,14,14,14,1.5,FALSE
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,no,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,yes,5,10,5,6,1,FALSE
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,0,no,6,16,17,17,1,FALSE
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,0,no,3,10,12,13,1,FALSE
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,no,no,no,no,no,yes,yes,5,4,5,5,5,1,3,no,14,6,8,6,5,TRUE
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,no,yes,no,yes,yes,yes,yes,4,3,3,1,3,5,0,no,8,6,7,8,2,FALSE
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,yes,0,12,14,13,3,TRUE
